"county","positive","negative","recovered","total_deaths","number_tested","current_infections","date","population"
"Carroll",331,3836,278,6,4167,47,2020-07-31,27887
"Chicot",506,2464,260,6,2970,240,2020-07-31,10826
"Clark",152,2534,119,0,2686,33,2020-07-31,22385
"Clay",102,2158,90,4,2260,8,2020-07-31,15061
"Cleburne",178,3078,155,5,3256,18,2020-07-31,25230
"Cleveland",63,1068,49,1,1131,13,2020-07-31,8226
"Columbia",184,2286,149,6,2470,29,2020-07-31,23892
"Conway",134,2718,118,3,2852,13,2020-07-31,20906
"Craighead",1088,15698,888,11,16786,189,2020-07-31,105701
"Crawford",514,7492,397,3,8006,114,2020-07-31,62472
"Crittenden",1172,7654,1039,17,8826,116,2020-07-31,49013
"Cross",157,2011,135,1,2168,21,2020-07-31,16998
"Dallas",56,760,38,0,816,18,2020-07-31,7432
"Desha",142,1580,113,2,1722,27,2020-07-31,11887
"Drew",155,2667,117,2,2822,36,2020-07-31,18502
"Faulkner",1175,16064,992,5,17239,178,2020-07-31,122416
"Franklin",104,2641,54,2,2745,48,2020-07-31,17780
"Fulton",27,1206,21,0,1233,6,2020-07-31,12139
"Garland",814,12513,563,7,13327,244,2020-07-31,98298
"Grant",124,2032,87,0,2156,37,2020-07-31,18086
"Greene",293,5868,205,1,6161,87,2020-07-31,44623
"Hempstead",200,2624,148,2,2824,50,2020-07-31,22018
"Hot Spring",1436,5032,1367,8,6468,61,2020-07-31,33520
"Howard",291,2352,216,2,2643,73,2020-07-31,13389
"Independence",331,4228,146,0,4559,185,2020-07-31,37264
"Izard",43,1310,30,1,1353,12,2020-07-31,13559
"Jackson",57,1716,43,1,1773,13,2020-07-31,17225
"Jefferson",1293,12030,1017,37,13323,239,2020-07-31,70424
"Johnson",612,2732,535,0,3344,77,2020-07-31,26291
"Lafayette",48,519,39,2,567,7,2020-07-31,6915
"Lawrence",179,2120,149,9,2299,21,2020-07-31,16669
"Lee",882,2709,861,6,3591,15,2020-07-31,9398
"Lincoln",1165,2481,1114,11,3646,40,2020-07-31,13695
"Little River",149,1173,73,1,1322,75,2020-07-31,12417
"Logan",139,3148,116,0,3287,23,2020-07-31,21757
"Lonoke",405,7185,304,2,7590,99,2020-07-31,72206
"Madison",253,2401,237,1,2654,15,2020-07-31,16078
"Marion",23,1212,17,0,1235,6,2020-07-31,16438
"Miller",451,3765,379,4,4216,68,2020-07-31,43759
"Mississippi",677,5964,488,9,6641,180,2020-07-31,42831
"Monroe",49,1182,35,0,1231,14,2020-07-31,7249
"Montgomery",25,825,19,0,850,6,2020-07-31,8993
"Nevada",129,1502,113,9,1631,7,2020-07-31,8440
"Newton",91,770,19,3,861,69,2020-07-31,7848
"Ouachita",75,2720,54,1,2795,20,2020-07-31,24106
"Perry",49,1338,45,0,1387,4,2020-07-31,10322
"Phillips",270,3479,224,6,3749,40,2020-07-31,19034
"Pike",77,2594,55,1,2671,21,2020-07-31,10808
"Poinsett",151,2407,107,3,2558,41,2020-07-31,24054
"Polk",125,2077,107,1,2202,17,2020-07-31,20163
"Pope",1161,9233,920,9,10394,232,2020-07-31,63644
"Prairie",59,920,50,0,979,9,2020-07-31,8244
"Pulaski",4733,58745,3947,77,63478,709,2020-07-31,393463
"Randolph",164,2582,120,2,2746,42,2020-07-31,17603
"Saline",855,14327,678,4,15182,173,2020-07-31,118009
"Scott",41,900,28,0,941,13,2020-07-31,10442
"Searcy",25,1042,22,0,1067,3,2020-07-31,7923
"Sebastian",1689,18907,1240,14,20596,435,2020-07-31,127461
"Sevier",929,4384,875,10,5313,44,2020-07-31,17193
"Sharp",99,1506,76,5,1605,18,2020-07-31,17043
"St. Francis",1112,6104,971,3,7216,138,2020-07-31,26294
"Stone",52,1617,37,1,1669,14,2020-07-31,12446
"Union",428,4038,334,16,4466,78,2020-07-31,39732
"Van Buren",50,1474,39,2,1524,9,2020-07-31,16684
"Washington",5896,22018,5396,45,27914,455,2020-07-31,228529
"White",250,5802,184,2,6052,64,2020-07-31,78804
"Woodruff",18,980,17,0,998,1,2020-07-31,6660
"Yell",1004,3532,925,14,4536,65,2020-07-31,21757
"Arkansas",183,2342,138,1,2525,44,2020-07-30,18124
"Ashley",214,2398,138,4,2612,72,2020-07-30,20537
"Baxter",61,3122,45,0,3183,16,2020-07-30,41219
"Benton",4408,50097,3975,35,54505,398,2020-07-30,258980
"Boone",142,3589,85,1,3731,56,2020-07-30,37288
"Bradley",134,1726,99,3,1860,32,2020-07-30,10948
"Calhoun",12,482,8,0,494,4,2020-07-30,5202
"Carroll",331,3796,270,6,4127,55,2020-07-30,27887
"Chicot",498,2454,256,5,2952,237,2020-07-30,10826
"Clark",153,2502,117,0,2655,36,2020-07-30,22385
"Clay",103,2145,89,4,2248,10,2020-07-30,15061
"Cleburne",175,3024,155,5,3199,15,2020-07-30,25230
"Cleveland",63,1051,48,1,1114,14,2020-07-30,8226
"Columbia",178,2252,138,6,2430,34,2020-07-30,23892
"Conway",133,2678,116,3,2811,14,2020-07-30,20906
"Craighead",1062,15568,862,11,16630,189,2020-07-30,105701
"Crawford",495,7356,386,3,7851,106,2020-07-30,62472
"Crittenden",1135,7602,1019,17,8737,99,2020-07-30,49013
"Cross",157,1997,128,1,2154,28,2020-07-30,16998
"Dallas",55,752,38,0,807,17,2020-07-30,7432
"Desha",138,1565,105,2,1703,31,2020-07-30,11887
"Drew",152,2621,114,2,2773,36,2020-07-30,18502
"Faulkner",1158,15820,973,5,16978,180,2020-07-30,122416
"Franklin",101,2621,52,2,2722,47,2020-07-30,17780
"Fulton",26,1188,21,0,1214,5,2020-07-30,12139
"Garland",786,12230,541,7,13016,238,2020-07-30,98298
"Grant",122,2004,85,0,2126,37,2020-07-30,18086
"Greene",280,5802,192,1,6082,87,2020-07-30,44623
"Hempstead",192,2553,141,2,2745,49,2020-07-30,22018
"Hot Spring",1429,4942,1346,7,6371,76,2020-07-30,33520
"Howard",287,2325,205,2,2612,80,2020-07-30,13389
"Independence",299,4145,133,0,4444,166,2020-07-30,37264
"Izard",38,1288,30,1,1326,7,2020-07-30,13559
"Jackson",56,1692,43,1,1748,12,2020-07-30,17225
"Jefferson",1270,11864,993,37,13134,240,2020-07-30,70424
"Johnson",606,2782,528,0,3388,78,2020-07-30,26291
"Lafayette",48,510,38,2,558,8,2020-07-30,6915
"Lawrence",173,2097,146,9,2270,18,2020-07-30,16669
"Lee",879,2676,857,6,3555,16,2020-07-30,9398
"Lincoln",1161,2445,1113,11,3606,37,2020-07-30,13695
"Little River",145,1162,73,1,1307,71,2020-07-30,12417
"Logan",134,3111,112,0,3245,22,2020-07-30,21757
"Lonoke",393,7134,291,2,7527,100,2020-07-30,72206
"Madison",253,2387,235,1,2640,17,2020-07-30,16078
"Marion",22,1201,17,0,1223,5,2020-07-30,16438
"Miller",442,3631,373,4,4073,65,2020-07-30,43759
"Mississippi",648,5879,470,8,6527,170,2020-07-30,42831
"Monroe",48,1153,33,0,1201,15,2020-07-30,7249
"Montgomery",24,815,19,0,839,5,2020-07-30,8993
"Nevada",128,1488,112,9,1616,7,2020-07-30,8440
"Newton",89,763,18,3,852,68,2020-07-30,7848
"Ouachita",74,2678,53,1,2752,20,2020-07-30,24106
"Perry",48,1322,43,0,1370,5,2020-07-30,10322
"Phillips",265,3390,216,6,3655,43,2020-07-30,19034
"Pike",69,2563,47,1,2632,21,2020-07-30,10808
"Poinsett",141,2401,102,3,2542,36,2020-07-30,24054
"Polk",125,2047,107,0,2172,18,2020-07-30,20163
"Pope",1150,9260,901,8,10410,241,2020-07-30,63644
"Prairie",57,905,49,0,962,8,2020-07-30,8244
"Pulaski",4654,57961,3865,76,62615,713,2020-07-30,393463
"Randolph",155,2563,114,2,2718,39,2020-07-30,17603
"Saline",827,14024,661,4,14851,162,2020-07-30,118009
"Scott",35,877,27,0,912,8,2020-07-30,10442
"Searcy",25,1029,22,0,1054,3,2020-07-30,7923
"Sebastian",1601,18508,1196,14,20109,391,2020-07-30,127461
"Sevier",927,4337,867,10,5264,50,2020-07-30,17193
"Sharp",97,1493,74,5,1590,18,2020-07-30,17043
"St. Francis",1104,6012,963,3,7116,138,2020-07-30,26294
"Stone",50,1559,36,1,1609,13,2020-07-30,12446
"Union",396,3980,328,16,4376,52,2020-07-30,39732
"Van Buren",50,1459,39,2,1509,9,2020-07-30,16684
"Washington",5855,21713,5346,43,27568,466,2020-07-30,228529
"White",243,5717,181,2,5960,60,2020-07-30,78804
"Woodruff",17,969,17,0,986,0,2020-07-30,6660
"Yell",991,3598,917,14,4589,60,2020-07-30,21757
"Arkansas",181,2321,123,1,2502,57,2020-07-29,18124
"Ashley",197,2320,134,4,2517,59,2020-07-29,20537
"Baxter",56,3084,44,0,3140,12,2020-07-29,41219
"Benton",4355,49564,3926,35,53919,394,2020-07-29,258980
"Boone",130,3539,82,1,3669,47,2020-07-29,37288
"Bradley",123,1635,96,3,1758,24,2020-07-29,10948
"Calhoun",10,471,7,0,481,3,2020-07-29,5202
"Carroll",331,3773,264,6,4104,61,2020-07-29,27887
"Chicot",483,2437,252,4,2920,227,2020-07-29,10826
"Clark",148,2473,111,0,2621,37,2020-07-29,22385
"Clay",104,2116,89,4,2220,11,2020-07-29,15061
"Cleburne",175,2966,152,5,3141,18,2020-07-29,25230
"Cleveland",63,1038,47,1,1101,15,2020-07-29,8226
"Columbia",172,2227,134,6,2399,32,2020-07-29,23892
"Conway",129,2635,111,3,2764,15,2020-07-29,20906
"Craighead",1031,15322,827,11,16353,193,2020-07-29,105701
"Crawford",487,7270,368,3,7757,116,2020-07-29,62472
"Crittenden",1127,7542,1005,17,8669,105,2020-07-29,49013
"Cross",156,1979,124,1,2135,31,2020-07-29,16998
"Dallas",51,739,22,0,790,29,2020-07-29,7432
"Desha",136,1548,101,2,1684,33,2020-07-29,11887
"Drew",149,2585,113,2,2734,34,2020-07-29,18502
"Faulkner",1138,15599,944,4,16737,190,2020-07-29,122416
"Franklin",96,2396,44,2,2492,50,2020-07-29,17780
"Fulton",26,1178,21,0,1204,5,2020-07-29,12139
"Garland",735,11915,509,7,12650,219,2020-07-29,98298
"Grant",122,1977,82,0,2099,40,2020-07-29,18086
"Greene",269,5670,187,1,5939,81,2020-07-29,44623
"Hempstead",190,2523,132,2,2713,56,2020-07-29,22018
"Hot Spring",1419,4883,1333,7,6302,79,2020-07-29,33520
"Howard",282,2293,193,2,2575,87,2020-07-29,13389
"Independence",266,4092,123,0,4358,143,2020-07-29,37264
"Izard",37,1267,29,1,1304,7,2020-07-29,13559
"Jackson",55,1680,43,1,1735,11,2020-07-29,17225
"Jefferson",1239,11660,960,37,12899,242,2020-07-29,70424
"Johnson",597,2754,522,0,3351,75,2020-07-29,26291
"Lafayette",48,503,35,2,551,11,2020-07-29,6915
"Lawrence",169,2079,141,9,2248,19,2020-07-29,16669
"Lee",878,2666,855,6,3544,17,2020-07-29,9398
"Lincoln",1155,2424,1075,11,3579,69,2020-07-29,13695
"Little River",138,1148,68,1,1286,69,2020-07-29,12417
"Logan",130,3081,111,0,3211,19,2020-07-29,21757
"Lonoke",383,7059,286,2,7442,95,2020-07-29,72206
"Madison",246,2366,233,1,2612,12,2020-07-29,16078
"Marion",21,1177,17,0,1198,4,2020-07-29,16438
"Miller",438,3602,359,4,4040,75,2020-07-29,43759
"Mississippi",625,5790,446,8,6415,171,2020-07-29,42831
"Monroe",48,1137,31,0,1185,17,2020-07-29,7249
"Montgomery",24,814,19,0,838,5,2020-07-29,8993
"Nevada",128,1479,113,8,1607,7,2020-07-29,8440
"Newton",90,754,18,0,844,72,2020-07-29,7848
"Ouachita",72,2597,50,1,2669,21,2020-07-29,24106
"Perry",46,1306,42,0,1352,4,2020-07-29,10322
"Phillips",260,3378,213,6,3638,41,2020-07-29,19034
"Pike",65,2517,47,1,2582,17,2020-07-29,10808
"Poinsett",133,2352,96,3,2485,34,2020-07-29,24054
"Polk",124,2017,106,0,2141,18,2020-07-29,20163
"Pope",1119,9158,873,8,10277,238,2020-07-29,63644
"Prairie",57,893,49,0,950,8,2020-07-29,8244
"Pulaski",4575,57087,3787,75,61662,713,2020-07-29,393463
"Randolph",152,2533,112,2,2685,38,2020-07-29,17603
"Saline",809,13809,640,4,14618,165,2020-07-29,118009
"Scott",34,861,26,0,895,8,2020-07-29,10442
"Searcy",25,1023,20,0,1048,5,2020-07-29,7923
"Sebastian",1543,18000,1166,13,19543,364,2020-07-29,127461
"Sevier",918,4307,853,10,5225,55,2020-07-29,17193
"Sharp",94,1474,72,5,1568,17,2020-07-29,17043
"St. Francis",1086,5888,957,3,6974,126,2020-07-29,26294
"Stone",45,1523,36,1,1568,8,2020-07-29,12446
"Union",379,3857,320,16,4236,43,2020-07-29,39732
"Van Buren",49,1439,39,2,1488,8,2020-07-29,16684
"Washington",5812,21549,5269,43,27361,500,2020-07-29,228529
"White",241,5622,180,2,5863,59,2020-07-29,78804
"Woodruff",17,958,17,0,975,0,2020-07-29,6660
"Yell",982,3571,905,14,4553,63,2020-07-29,21757
"Arkansas",172,2287,112,1,2459,59,2020-07-28,18124
"Ashley",187,2275,130,4,2462,53,2020-07-28,20537
"Baxter",56,3069,43,0,3125,13,2020-07-28,41219
"Benton",4321,49168,3874,35,53489,412,2020-07-28,258980
"Boone",126,3500,78,1,3626,47,2020-07-28,37288
"Bradley",122,1632,94,3,1754,25,2020-07-28,10948
"Calhoun",10,469,6,0,479,4,2020-07-28,5202
"Carroll",328,3739,259,6,4067,63,2020-07-28,27887
"Chicot",331,1944,242,4,2275,85,2020-07-28,10826
"Clark",145,2454,105,0,2599,40,2020-07-28,22385
"Clay",103,2104,88,4,2207,11,2020-07-28,15061
"Cleburne",175,2950,152,5,3125,18,2020-07-28,25230
"Cleveland",62,1032,43,1,1094,18,2020-07-28,8226
"Columbia",169,2217,130,6,2386,33,2020-07-28,23892
"Conway",124,2609,108,3,2733,13,2020-07-28,20906
"Craighead",1006,15195,785,11,16201,210,2020-07-28,105701
"Crawford",473,7153,344,3,7626,126,2020-07-28,62472
"Crittenden",1113,7523,981,17,8636,115,2020-07-28,49013
"Cross",155,1964,118,1,2119,36,2020-07-28,16998
"Dallas",49,730,16,0,779,33,2020-07-28,7432
"Desha",133,1528,96,2,1661,35,2020-07-28,11887
"Drew",146,2546,107,2,2692,37,2020-07-28,18502
"Faulkner",1120,15348,923,4,16468,193,2020-07-28,122416
"Franklin",85,2340,43,2,2425,40,2020-07-28,17780
"Fulton",26,1164,20,0,1190,6,2020-07-28,12139
"Garland",713,11778,482,7,12491,224,2020-07-28,98298
"Grant",118,1955,82,0,2073,36,2020-07-28,18086
"Greene",247,5604,181,1,5851,65,2020-07-28,44623
"Hempstead",180,2499,126,2,2679,52,2020-07-28,22018
"Hot Spring",1411,4846,1321,7,6257,83,2020-07-28,33520
"Howard",275,2271,190,2,2546,83,2020-07-28,13389
"Independence",259,4045,112,0,4304,147,2020-07-28,37264
"Izard",35,1255,28,1,1290,6,2020-07-28,13559
"Jackson",55,1674,44,1,1729,10,2020-07-28,17225
"Jefferson",1222,11570,945,36,12792,241,2020-07-28,70424
"Johnson",592,2735,512,0,3327,80,2020-07-28,26291
"Lafayette",48,498,32,2,546,14,2020-07-28,6915
"Lawrence",162,2063,135,9,2225,18,2020-07-28,16669
"Lee",876,2654,852,6,3530,18,2020-07-28,9398
"Lincoln",1155,2409,1047,11,3564,97,2020-07-28,13695
"Little River",106,1109,65,1,1215,40,2020-07-28,12417
"Logan",129,3053,105,0,3182,24,2020-07-28,21757
"Lonoke",368,6984,272,2,7352,94,2020-07-28,72206
"Madison",246,2356,232,1,2602,13,2020-07-28,16078
"Marion",18,1168,17,0,1186,1,2020-07-28,16438
"Miller",428,3570,348,4,3998,76,2020-07-28,43759
"Mississippi",603,5741,437,8,6344,158,2020-07-28,42831
"Monroe",48,1132,31,0,1180,17,2020-07-28,7249
"Montgomery",23,809,18,0,832,5,2020-07-28,8993
"Nevada",127,1472,111,8,1599,8,2020-07-28,8440
"Newton",89,738,17,0,827,72,2020-07-28,7848
"Ouachita",71,2580,48,1,2651,22,2020-07-28,24106
"Perry",45,1293,41,0,1338,4,2020-07-28,10322
"Phillips",256,3321,209,6,3577,41,2020-07-28,19034
"Pike",60,2492,42,1,2552,17,2020-07-28,10808
"Poinsett",130,2329,93,3,2459,34,2020-07-28,24054
"Polk",123,1997,107,0,2120,16,2020-07-28,20163
"Pope",1110,9067,860,6,10177,244,2020-07-28,63644
"Prairie",56,887,49,0,943,7,2020-07-28,8244
"Pulaski",4492,56269,3676,74,60761,742,2020-07-28,393463
"Randolph",145,2507,110,2,2652,33,2020-07-28,17603
"Saline",798,13627,616,4,14425,178,2020-07-28,118009
"Scott",33,850,21,0,883,12,2020-07-28,10442
"Searcy",23,1011,20,0,1034,3,2020-07-28,7923
"Sebastian",1499,17753,1122,13,19252,364,2020-07-28,127461
"Sevier",913,4274,849,10,5187,54,2020-07-28,17193
"Sharp",89,1453,71,5,1542,13,2020-07-28,17043
"St. Francis",1083,5792,953,3,6875,127,2020-07-28,26294
"Stone",44,1514,34,1,1558,9,2020-07-28,12446
"Union",376,3849,314,15,4225,47,2020-07-28,39732
"Van Buren",46,1434,38,2,1480,6,2020-07-28,16684
"Washington",5783,21348,5201,42,27131,540,2020-07-28,228529
"White",230,5518,177,2,5748,51,2020-07-28,78804
"Woodruff",17,958,16,0,975,1,2020-07-28,6660
"Yell",975,3554,898,14,4529,63,2020-07-28,21757
"Arkansas",168,2276,104,1,2444,63,2020-07-27,18124
"Ashley",187,2263,126,4,2450,57,2020-07-27,20537
"Baxter",56,3058,43,0,3114,13,2020-07-27,41219
"Benton",4263,48740,3810,35,53003,418,2020-07-27,258980
"Boone",118,3484,72,1,3602,45,2020-07-27,37288
"Bradley",120,1626,87,2,1746,31,2020-07-27,10948
"Calhoun",9,469,5,0,478,4,2020-07-27,5202
"Carroll",325,3691,258,6,4016,61,2020-07-27,27887
"Chicot",325,1934,239,4,2259,82,2020-07-27,10826
"Clark",138,2443,101,0,2581,37,2020-07-27,22385
"Clay",103,2082,86,4,2185,13,2020-07-27,15061
"Cleburne",175,2938,149,5,3113,21,2020-07-27,25230
"Cleveland",61,1019,41,1,1080,19,2020-07-27,8226
"Columbia",166,2214,129,5,2380,32,2020-07-27,23892
"Conway",122,2584,105,3,2706,14,2020-07-27,20906
"Craighead",969,14993,757,9,15962,203,2020-07-27,105701
"Crawford",464,7038,330,3,7502,131,2020-07-27,62472
"Crittenden",1100,7426,967,16,8526,117,2020-07-27,49013
"Cross",151,1925,110,1,2076,40,2020-07-27,16998
"Dallas",48,725,16,0,773,32,2020-07-27,7432
"Desha",129,1520,89,1,1649,39,2020-07-27,11887
"Drew",143,2537,106,2,2680,35,2020-07-27,18502
"Faulkner",1081,15177,890,4,16258,187,2020-07-27,122416
"Franklin",83,2293,41,1,2376,41,2020-07-27,17780
"Fulton",23,1157,19,0,1180,4,2020-07-27,12139
"Garland",695,11704,457,5,12399,233,2020-07-27,98298
"Grant",115,1935,80,0,2050,35,2020-07-27,18086
"Greene",230,5561,173,1,5791,56,2020-07-27,44623
"Hempstead",174,2474,123,2,2648,49,2020-07-27,22018
"Hot Spring",1402,4819,1309,4,6221,89,2020-07-27,33520
"Howard",246,2184,187,2,2430,57,2020-07-27,13389
"Independence",233,4033,103,0,4266,130,2020-07-27,37264
"Izard",34,1247,27,1,1281,6,2020-07-27,13559
"Jackson",54,1664,44,1,1718,9,2020-07-27,17225
"Jefferson",1204,11447,928,36,12651,240,2020-07-27,70424
"Johnson",585,2688,502,0,3273,83,2020-07-27,26291
"Lafayette",47,498,32,2,545,13,2020-07-27,6915
"Lawrence",158,2041,126,9,2199,23,2020-07-27,16669
"Lee",876,2648,850,6,3524,20,2020-07-27,9398
"Lincoln",1152,2395,1045,11,3547,96,2020-07-27,13695
"Little River",82,1074,61,1,1156,20,2020-07-27,12417
"Logan",127,2981,99,0,3108,28,2020-07-27,21757
"Lonoke",356,6928,254,2,7284,100,2020-07-27,72206
"Madison",246,2318,232,1,2564,13,2020-07-27,16078
"Marion",18,1163,17,0,1181,1,2020-07-27,16438
"Miller",423,3550,342,3,3973,78,2020-07-27,43759
"Mississippi",553,5446,415,8,5999,130,2020-07-27,42831
"Monroe",46,1118,29,0,1164,17,2020-07-27,7249
"Montgomery",22,803,17,0,825,5,2020-07-27,8993
"Nevada",126,1463,108,8,1589,10,2020-07-27,8440
"Newton",85,731,16,0,816,69,2020-07-27,7848
"Ouachita",68,2552,45,1,2620,22,2020-07-27,24106
"Perry",44,1286,41,0,1330,3,2020-07-27,10322
"Phillips",250,3298,201,6,3548,43,2020-07-27,19034
"Pike",58,2465,40,1,2523,17,2020-07-27,10808
"Poinsett",125,2298,88,3,2423,34,2020-07-27,24054
"Polk",121,1981,105,0,2102,16,2020-07-27,20163
"Pope",1074,8833,839,6,9907,229,2020-07-27,63644
"Prairie",56,883,48,0,939,8,2020-07-27,8244
"Pulaski",4437,55737,3497,71,60174,869,2020-07-27,393463
"Randolph",142,2494,99,2,2636,41,2020-07-27,17603
"Saline",777,13493,596,3,14270,178,2020-07-27,118009
"Scott",31,840,20,0,871,11,2020-07-27,10442
"Searcy",23,1007,20,0,1030,3,2020-07-27,7923
"Sebastian",1454,17463,1046,13,18917,395,2020-07-27,127461
"Sevier",906,4249,846,9,5155,51,2020-07-27,17193
"Sharp",92,1444,72,5,1536,15,2020-07-27,17043
"St. Francis",1079,5772,951,3,6851,125,2020-07-27,26294
"Stone",43,1511,32,1,1554,10,2020-07-27,12446
"Union",373,3837,305,15,4210,53,2020-07-27,39732
"Van Buren",44,1425,36,2,1469,6,2020-07-27,16684
"Washington",5729,21166,5147,40,26895,542,2020-07-27,228529
"White",222,5483,178,2,5705,42,2020-07-27,78804
"Woodruff",17,954,15,0,971,2,2020-07-27,6660
"Yell",967,3535,893,14,4502,60,2020-07-27,21757
"Arkansas",168,2255,99,1,2423,68,2020-07-26,18124
"Ashley",180,2224,115,4,2404,61,2020-07-26,20537
"Baxter",55,3023,40,0,3078,15,2020-07-26,41219
"Benton",4209,48150,3780,32,52359,397,2020-07-26,258980
"Boone",108,3374,62,1,3482,45,2020-07-26,37288
"Bradley",114,1599,81,2,1713,31,2020-07-26,10948
"Calhoun",10,463,5,0,473,5,2020-07-26,5202
"Carroll",322,3642,252,6,3964,64,2020-07-26,27887
"Chicot",306,1904,235,4,2210,67,2020-07-26,10826
"Clark",132,2422,97,0,2554,35,2020-07-26,22385
"Clay",104,2069,84,4,2173,16,2020-07-26,15061
"Cleburne",174,2912,144,5,3086,25,2020-07-26,25230
"Cleveland",57,1008,39,1,1065,17,2020-07-26,8226
"Columbia",166,2180,126,5,2346,35,2020-07-26,23892
"Conway",122,2562,104,3,2684,15,2020-07-26,20906
"Craighead",945,14782,731,8,15727,206,2020-07-26,105701
"Crawford",447,6848,316,3,7295,128,2020-07-26,62472
"Crittenden",1090,7351,947,16,8441,127,2020-07-26,49013
"Cross",150,1887,109,1,2037,40,2020-07-26,16998
"Dallas",32,710,16,0,742,16,2020-07-26,7432
"Desha",128,1497,89,1,1625,38,2020-07-26,11887
"Drew",139,2521,103,2,2660,34,2020-07-26,18502
"Faulkner",1063,14976,871,4,16039,188,2020-07-26,122416
"Franklin",78,2238,37,1,2316,40,2020-07-26,17780
"Fulton",23,1153,19,0,1176,4,2020-07-26,12139
"Garland",652,11372,432,5,12024,215,2020-07-26,98298
"Grant",113,1894,79,0,2007,34,2020-07-26,18086
"Greene",228,5536,168,1,5764,59,2020-07-26,44623
"Hempstead",167,2434,114,2,2601,51,2020-07-26,22018
"Hot Spring",1397,4758,1301,4,6155,92,2020-07-26,33520
"Howard",236,2147,162,2,2383,72,2020-07-26,13389
"Independence",210,3969,98,0,4179,112,2020-07-26,37264
"Izard",34,1235,26,1,1269,7,2020-07-26,13559
"Jackson",52,1607,44,1,1659,7,2020-07-26,17225
"Jefferson",1171,11269,907,34,12440,230,2020-07-26,70424
"Johnson",574,2617,486,0,3191,88,2020-07-26,26291
"Lafayette",46,494,32,2,540,12,2020-07-26,6915
"Lawrence",157,2023,122,9,2180,26,2020-07-26,16669
"Lee",876,2637,848,6,3513,22,2020-07-26,9398
"Lincoln",1148,2380,1042,11,3528,95,2020-07-26,13695
"Little River",80,1064,56,1,1144,23,2020-07-26,12417
"Logan",122,2933,95,0,3055,27,2020-07-26,21757
"Lonoke",345,6756,243,2,7101,100,2020-07-26,72206
"Madison",245,2302,229,1,2547,15,2020-07-26,16078
"Marion",18,1155,15,0,1173,3,2020-07-26,16438
"Miller",416,3481,333,3,3897,80,2020-07-26,43759
"Mississippi",539,5371,399,8,5910,132,2020-07-26,42831
"Monroe",43,1077,29,0,1120,14,2020-07-26,7249
"Montgomery",19,792,15,0,811,4,2020-07-26,8993
"Nevada",124,1441,106,8,1565,10,2020-07-26,8440
"Newton",84,715,15,0,799,69,2020-07-26,7848
"Ouachita",64,2480,44,1,2544,19,2020-07-26,24106
"Perry",42,1267,39,0,1309,3,2020-07-26,10322
"Phillips",250,3266,192,6,3516,52,2020-07-26,19034
"Pike",57,2426,39,0,2483,18,2020-07-26,10808
"Poinsett",119,2283,84,3,2402,32,2020-07-26,24054
"Polk",120,1952,103,0,2072,17,2020-07-26,20163
"Pope",1045,8658,818,6,9703,221,2020-07-26,63644
"Prairie",56,870,39,0,926,17,2020-07-26,8244
"Pulaski",4346,54664,3360,71,59010,915,2020-07-26,393463
"Randolph",137,2484,94,2,2621,41,2020-07-26,17603
"Saline",741,13200,579,3,13941,159,2020-07-26,118009
"Scott",31,826,19,0,857,12,2020-07-26,10442
"Searcy",22,1002,19,0,1024,3,2020-07-26,7923
"Sebastian",1402,16991,1013,13,18393,376,2020-07-26,127461
"Sevier",900,4202,836,9,5102,55,2020-07-26,17193
"Sharp",92,1426,71,5,1518,16,2020-07-26,17043
"St. Francis",1067,5628,942,3,6695,122,2020-07-26,26294
"Stone",43,1505,29,1,1548,13,2020-07-26,12446
"Union",369,3805,300,15,4174,54,2020-07-26,39732
"Van Buren",43,1421,36,2,1464,5,2020-07-26,16684
"Washington",5662,20759,5085,40,26421,537,2020-07-26,228529
