county_nam,mydate,deaths,fhwa_numbe,fips,positive,negative,recoveries,total_tests,active_cases,pop_5yr_est_2018,confirmed_pos,probable_pos,confirmed_neg,probable_neg,confirmed_recov,probable_recov,confirmed_death,probable_death,confirmed_active,probable_active,pcr_test,antigen_test,pcr_pos_test,pcr_neg_test,antigen_pos_test,antigen_neg_test,total_pos_test,total_neg_test,New_Cases_Today,Recovered_Since_Yesterday,New_Deaths_Today,New_Tests_Dashboard
Cross,8/13/20,0,0,0,0,0,0,0,0,0,217,0,2243,0,172,0,4,0,41,0,2460,0,0,0,0,0,0,0,5,6,0,12
Dallas,8/13/20,0,0,0,0,0,0,0,0,0,67,0,896,0,57,0,1,0,9,0,963,0,0,0,0,0,0,0,2,2,0,11
Desha,8/13/20,0,0,0,0,0,0,0,0,0,206,0,1892,0,154,0,2,0,50,0,2098,0,0,0,0,0,0,0,3,7,0,20
Drew,8/13/20,0,0,0,0,0,0,0,0,0,234,0,3225,0,172,0,3,0,59,0,3459,0,0,0,0,0,0,0,13,7,0,58
Faulkner,8/13/20,0,0,0,0,0,0,0,0,0,1361,0,18001,0,1213,0,6,0,142,0,19362,0,0,0,0,0,0,0,21,12,0,172
Franklin,8/13/20,0,0,0,0,0,0,0,0,0,136,0,3105,0,108,0,2,0,26,0,3241,0,0,0,0,0,0,0,3,6,0,15
Fulton,8/13/20,0,0,0,0,0,0,0,0,0,44,0,1392,0,29,0,0,0,15,0,1436,0,0,0,0,0,0,0,0,0,0,21
Garland,8/13/20,0,0,0,0,0,0,0,0,0,1134,0,14573,0,873,0,17,0,244,0,15707,0,0,0,0,0,0,0,19,19,0,186
Grant,8/13/20,0,0,0,0,0,0,0,0,0,144,0,2300,0,129,0,0,0,15,0,2444,0,0,0,0,0,0,0,2,1,0,24
Greene,8/13/20,0,0,0,0,0,0,0,0,0,523,0,7290,0,353,0,3,0,167,0,7813,0,0,0,0,0,0,0,18,16,1,91
Hempstead,8/13/20,0,0,0,0,0,0,0,0,0,255,0,3005,0,221,0,2,0,32,0,3260,0,0,0,0,0,0,0,2,2,0,23
HotSpring,8/13/20,0,0,0,0,0,0,0,0,0,1569,0,5685,0,1455,0,12,0,102,0,7254,0,0,0,0,0,0,0,5,7,0,27
Howard,8/13/20,0,0,0,0,0,0,0,0,0,362,0,2593,0,303,0,4,0,55,0,2955,0,0,0,0,0,0,0,2,4,0,9
Independence,8/13/20,0,0,0,0,0,0,0,0,0,584,0,4953,0,388,0,2,0,194,0,5537,0,0,0,0,0,0,0,16,26,0,81
Izard,8/13/20,0,0,0,0,0,0,0,0,0,62,0,1458,0,45,0,1,0,16,0,1520,0,0,0,0,0,0,0,4,1,0,15
Jackson,8/13/20,0,0,0,0,0,0,0,0,0,119,0,3119,0,59,0,1,0,59,0,3238,0,0,0,0,0,0,0,2,3,0,18
Jefferson,8/13/20,0,0,0,0,0,0,0,0,0,1644,0,14510,0,1338,0,41,0,265,0,16154,0,0,0,0,0,0,0,27,30,1,449
Johnson,8/13/20,0,0,0,0,0,0,0,0,0,679,0,2946,0,637,0,2,0,40,0,3625,0,0,0,0,0,0,0,3,7,0,14
Lafayette,8/13/20,0,0,0,0,0,0,0,0,0,58,0,577,0,51,0,2,0,5,0,635,0,0,0,0,0,0,0,0,0,0,1
Lawrence,8/13/20,0,0,0,0,0,0,0,0,0,223,0,2359,0,193,0,9,0,21,0,2582,0,0,0,0,0,0,0,2,5,0,16
Lee,8/13/20,0,0,0,0,0,0,0,0,0,901,0,2936,0,877,0,8,0,16,0,3837,0,0,0,0,0,0,0,3,2,0,22
Lincoln,8/13/20,0,0,0,0,0,0,0,0,0,1224,0,2832,0,1172,0,12,0,40,0,4056,0,0,0,0,0,0,0,0,8,0,10
LittleRiver,8/13/20,0,0,0,0,0,0,0,0,0,193,0,1244,0,164,0,2,0,27,0,1437,0,0,0,0,0,0,0,4,3,1,9
Logan,8/13/20,0,0,0,0,0,0,0,0,0,321,0,3947,0,168,0,1,0,152,0,4268,0,0,0,0,0,0,0,-2,13,0,24
Lonoke,8/13/20,0,0,0,0,0,0,0,0,0,546,0,8355,0,448,0,2,0,96,0,8901,0,0,0,0,0,0,0,7,9,0,116
Madison,8/13/20,0,0,0,0,0,0,0,0,0,275,0,2610,0,258,0,2,0,15,0,2885,0,0,0,0,0,0,0,4,0,0,18
Marion,8/13/20,0,0,0,0,0,0,0,0,0,31,0,1332,0,26,0,0,0,5,0,1363,0,0,0,0,0,0,0,1,4,0,14
Miller,8/13/20,0,0,0,0,0,0,0,0,0,527,0,4174,0,480,0,5,0,42,0,4701,0,0,0,0,0,0,0,8,11,0,32
MissingCountyInfo,8/13/20,0,0,0,0,0,0,0,0,0,1816,0,65194,0,1466,0,0,0,350,0,67010,0,0,0,0,0,0,0,15,37,0,240
Mississippi,8/13/20,0,0,0,0,0,0,0,0,0,1089,0,7283,0,784,0,14,0,291,0,8372,0,0,0,0,0,0,0,21,18,0,62
Monroe,8/13/20,0,0,0,0,0,0,0,0,0,65,0,1372,0,54,0,0,0,11,0,1437,0,0,0,0,0,0,0,1,0,0,16
Montgomery,8/13/20,0,0,0,0,0,0,0,0,0,38,0,932,0,29,0,1,0,8,0,970,0,0,0,0,0,0,0,0,0,0,11
Nevada,8/13/20,0,0,0,0,0,0,0,0,0,147,0,1635,0,124,0,9,0,14,0,1782,0,0,0,0,0,0,0,1,1,0,6
Newton,8/13/20,0,0,0,0,0,0,0,0,0,107,0,870,0,88,0,10,0,9,0,977,0,0,0,0,0,0,0,1,0,0,9
Ouachita,8/13/20,0,0,0,0,0,0,0,0,0,110,0,3228,0,83,0,2,0,25,0,3338,0,0,0,0,0,0,0,3,1,0,17
Perry,8/13/20,0,0,0,0,0,0,0,0,0,55,0,1492,0,50,0,0,0,5,0,1547,0,0,0,0,0,0,0,0,0,0,14
Phillips,8/13/20,0,0,0,0,0,0,0,0,0,334,0,3911,0,285,0,9,0,40,0,4245,0,0,0,0,0,0,0,2,10,0,25
Pike,8/13/20,0,0,0,0,0,0,0,0,0,126,0,2953,0,84,0,1,0,41,0,3079,0,0,0,0,0,0,0,8,3,0,28
Poinsett,8/13/20,0,0,0,0,0,0,0,0,0,319,0,2776,0,209,0,4,0,106,0,3095,0,0,0,0,0,0,0,11,10,1,41
Polk,8/13/20,0,0,0,0,0,0,0,0,0,157,0,2366,0,134,0,1,0,22,0,2523,0,0,0,0,0,0,0,3,2,0,31
Pope,8/13/20,0,0,0,0,0,0,0,0,0,1380,0,10307,0,1226,0,11,0,143,0,11687,0,0,0,0,0,0,0,17,19,1,56
Prairie,8/13/20,0,0,0,0,0,0,0,0,0,104,0,1139,0,74,0,0,0,30,0,1243,0,0,0,0,0,0,0,2,2,0,13
Pulaski,8/13/20,0,0,0,0,0,0,0,0,0,5880,0,66357,0,4987,0,88,0,805,0,72237,0,0,0,0,0,0,0,93,86,1,599
Randolph,8/13/20,0,0,0,0,0,0,0,0,0,245,0,2905,0,198,0,4,0,43,0,3150,0,0,0,0,0,0,0,6,5,0,41
Saline,8/13/20,0,0,0,0,0,0,0,0,0,1158,0,17095,0,924,0,8,0,226,0,18253,0,0,0,0,0,0,0,25,22,1,193
Scott,8/13/20,0,0,0,0,0,0,0,0,0,70,0,1114,0,45,0,0,0,25,0,1184,0,0,0,0,0,0,0,2,7,0,20
Searcy,8/13/20,0,0,0,0,0,0,0,0,0,32,0,1142,0,28,0,0,0,4,0,1174,0,0,0,0,0,0,0,0,0,0,12
Sebastian,8/13/20,0,0,0,0,0,0,0,0,0,2344,0,23063,0,1862,0,21,0,461,0,25407,0,0,0,0,0,0,0,47,61,0,295
Sevier,8/13/20,0,0,0,0,0,0,0,0,0,1017,0,4588,0,958,0,11,0,48,0,5605,0,0,0,0,0,0,0,8,9,1,17
Sharp,8/13/20,0,0,0,0,0,0,0,0,0,120,0,1752,0,103,0,5,0,12,0,1872,0,0,0,0,0,0,0,3,3,0,20
St.Francis,8/13/20,0,0,0,0,0,0,0,0,0,1231,0,7278,0,1133,0,3,0,95,0,8509,0,0,0,0,0,0,0,3,15,0,42
Stone,8/13/20,0,0,0,0,0,0,0,0,0,76,0,1777,0,57,0,1,0,18,0,1853,0,0,0,0,0,0,0,2,3,0,14
Union,8/13/20,0,0,0,0,0,0,0,0,0,532,0,4556,0,456,0,19,0,57,0,5088,0,0,0,0,0,0,0,9,31,0,39
VanBuren,8/13/20,0,0,0,0,0,0,0,0,0,53,0,1579,0,48,0,2,0,3,0,1632,0,0,0,0,0,0,0,0,0,0,7
Washington,8/13/20,0,0,0,0,0,0,0,0,0,6373,0,25134,0,6039,0,53,0,281,0,31507,0,0,0,0,0,0,0,21,44,0,125
White,8/13/20,0,0,0,0,0,0,0,0,0,342,0,6526,0,287,0,3,0,52,0,6868,0,0,0,0,0,0,0,1,8,1,36
Woodruff,8/13/20,0,0,0,0,0,0,0,0,0,22,0,1074,0,18,0,0,0,4,0,1096,0,0,0,0,0,0,0,0,0,0,6
Yell,8/13/20,0,0,0,0,0,0,0,0,0,1084,0,3819,0,1021,0,17,0,46,0,4903,0,0,0,0,0,0,0,7,8,0,29
Arkansas_all_counties,8/12/20,0,0,0,0,0,0,0,0,2990671,51114,0,527674,0,43816,0,573,0,6725,0,578788,0,0,0,0,0,0,0,703,828,7,5920
Arkansas_county,8/12/20,0,0,0,0,0,0,0,0,0,233,0,2926,0,195,0,1,0,37,0,3159,0,0,0,0,0,0,0,6,4,0,21
Ashley,8/12/20,0,0,0,0,0,0,0,0,0,335,0,2962,0,264,0,5,0,66,0,3297,0,0,0,0,0,0,0,5,15,0,36
Baxter,8/12/20,0,0,0,0,0,0,0,0,0,76,0,3432,0,62,0,0,0,14,0,3508,0,0,0,0,0,0,0,3,2,0,20
Benton,8/12/20,0,0,0,0,0,0,0,0,0,4825,0,56550,0,4547,0,43,0,235,0,61375,0,0,0,0,0,0,0,20,42,0,476
Boone,8/12/20,0,0,0,0,0,0,0,0,0,217,0,4285,0,165,0,2,0,50,0,4502,0,0,0,0,0,0,0,3,7,0,27
Bradley,8/12/20,0,0,0,0,0,0,0,0,0,207,0,2303,0,143,0,4,0,60,0,2510,0,0,0,0,0,0,0,0,15,0,9
Calhoun,8/12/20,0,0,0,0,0,0,0,0,0,17,0,558,0,13,0,0,0,4,0,575,0,0,0,0,0,0,0,0,0,0,1
Carroll,8/12/20,0,0,0,0,0,0,0,0,0,379,0,4367,0,332,0,7,0,40,0,4746,0,0,0,0,0,0,0,0,1,0,34
Chicot,8/12/20,0,0,0,0,0,0,0,0,0,738,0,3033,0,509,0,9,0,220,0,3771,0,0,0,0,0,0,0,2,85,0,12
Clark,8/12/20,0,0,0,0,0,0,0,0,0,182,0,2943,0,158,0,1,0,23,0,3125,0,0,0,0,0,0,0,5,1,0,23
Clay,8/12/20,0,0,0,0,0,0,0,0,0,140,0,2449,0,109,0,4,0,27,0,2589,0,0,0,0,0,0,0,2,2,0,32
Cleburne,8/12/20,0,0,0,0,0,0,0,0,0,206,0,3415,0,178,0,5,0,23,0,3621,0,0,0,0,0,0,0,4,1,0,27
Cleveland,8/12/20,0,0,0,0,0,0,0,0,0,112,0,1367,0,76,0,2,0,34,0,1479,0,0,0,0,0,0,0,9,5,0,28
Columbia,8/12/20,0,0,0,0,0,0,0,0,0,223,0,2680,0,179,0,12,0,32,0,2903,0,0,0,0,0,0,0,3,3,0,14
Conway,8/12/20,0,0,0,0,0,0,0,0,0,156,0,3185,0,135,0,3,0,18,0,3341,0,0,0,0,0,0,0,3,4,0,94
Craighead,8/12/20,0,0,0,0,0,0,0,0,0,1419,0,17463,0,1204,0,12,0,203,0,18882,0,0,0,0,0,0,0,30,36,0,138
Crawford,8/12/20,0,0,0,0,0,0,0,0,0,668,0,9110,0,535,0,5,0,128,0,9778,0,0,0,0,0,0,0,20,7,1,137
Crittenden,8/12/20,0,0,0,0,0,0,0,0,0,1402,0,8963,0,1231,0,24,0,147,0,10365,0,0,0,0,0,0,0,21,15,1,435
Cross,8/12/20,0,0,0,0,0,0,0,0,0,212,0,2236,0,166,0,4,0,42,0,2448,0,0,0,0,0,0,0,4,5,0,18
Dallas,8/12/20,0,0,0,0,0,0,0,0,0,65,0,887,0,55,0,1,0,9,0,952,0,0,0,0,0,0,0,1,1,0,13
Desha,8/12/20,0,0,0,0,0,0,0,0,0,203,0,1875,0,147,0,2,0,54,0,2078,0,0,0,0,0,0,0,2,6,0,31
Drew,8/12/20,0,0,0,0,0,0,0,0,0,221,0,3180,0,165,0,3,0,53,0,3401,0,0,0,0,0,0,0,4,8,0,34
Faulkner,8/12/20,0,0,0,0,0,0,0,0,0,1340,0,17850,0,1201,0,6,0,133,0,19190,0,0,0,0,0,0,0,10,17,0,143
Franklin,8/12/20,0,0,0,0,0,0,0,0,0,133,0,3093,0,102,0,2,0,29,0,3226,0,0,0,0,0,0,0,5,2,0,28
Fulton,8/12/20,0,0,0,0,0,0,0,0,0,44,0,1371,0,29,0,0,0,15,0,1415,0,0,0,0,0,0,0,0,0,0,25
Garland,8/12/20,0,0,0,0,0,0,0,0,0,1115,0,14406,0,854,0,17,0,244,0,15521,0,0,0,0,0,0,0,44,24,0,310
Grant,8/12/20,0,0,0,0,0,0,0,0,0,142,0,2278,0,128,0,0,0,14,0,2420,0,0,0,0,0,0,0,2,1,0,20
Greene,8/12/20,0,0,0,0,0,0,0,0,0,505,0,7217,0,337,0,2,0,166,0,7722,0,0,0,0,0,0,0,13,17,0,87
Hempstead,8/12/20,0,0,0,0,0,0,0,0,0,253,0,2984,0,219,0,2,0,32,0,3237,0,0,0,0,0,0,0,4,3,0,28
HotSpring,8/12/20,0,0,0,0,0,0,0,0,0,1564,0,5663,0,1448,0,12,0,104,0,7227,0,0,0,0,0,0,0,7,16,0,38
Howard,8/12/20,0,0,0,0,0,0,0,0,0,360,0,2586,0,299,0,4,0,57,0,2946,0,0,0,0,0,0,0,5,7,0,16
Independence,8/12/20,0,0,0,0,0,0,0,0,0,568,0,4888,0,362,0,2,0,204,0,5456,0,0,0,0,0,0,0,18,22,1,71
Izard,8/12/20,0,0,0,0,0,0,0,0,0,58,0,1447,0,44,0,1,0,13,0,1505,0,0,0,0,0,0,0,5,0,0,23
Jackson,8/12/20,0,0,0,0,0,0,0,0,0,117,0,3103,0,56,0,1,0,60,0,3220,0,0,0,0,0,0,0,0,0,0,7
Jefferson,8/12/20,0,0,0,0,0,0,0,0,0,1617,0,14088,0,1308,0,40,0,269,0,15705,0,0,0,0,0,0,0,33,28,0,504
Johnson,8/12/20,0,0,0,0,0,0,0,0,0,676,0,2935,0,630,0,2,0,44,0,3611,0,0,0,0,0,0,0,4,7,0,15
Lafayette,8/12/20,0,0,0,0,0,0,0,0,0,58,0,576,0,51,0,2,0,5,0,634,0,0,0,0,0,0,0,2,0,0,9
Lawrence,8/12/20,0,0,0,0,0,0,0,0,0,221,0,2345,0,188,0,9,0,24,0,2566,0,0,0,0,0,0,0,4,5,0,13
Lee,8/12/20,0,0,0,0,0,0,0,0,0,898,0,2917,0,875,0,8,0,15,0,3815,0,0,0,0,0,0,0,2,0,0,11
Lincoln,8/12/20,0,0,0,0,0,0,0,0,0,1224,0,2822,0,1164,0,12,0,48,0,4046,0,0,0,0,0,0,0,0,5,0,9
LittleRiver,8/12/20,0,0,0,0,0,0,0,0,0,189,0,1239,0,161,0,1,0,27,0,1428,0,0,0,0,0,0,0,4,4,0,9
Logan,8/12/20,0,0,0,0,0,0,0,0,0,323,0,3921,0,155,0,1,0,167,0,4244,0,0,0,0,0,0,0,46,12,0,160
Lonoke,8/12/20,0,0,0,0,0,0,0,0,0,539,0,8246,0,439,0,2,0,98,0,8785,0,0,0,0,0,0,0,8,13,0,60
Madison,8/12/20,0,0,0,0,0,0,0,0,0,271,0,2596,0,258,0,2,0,11,0,2867,0,0,0,0,0,0,0,1,1,0,20
Marion,8/12/20,0,0,0,0,0,0,0,0,0,30,0,1319,0,22,0,0,0,8,0,1349,0,0,0,0,0,0,0,1,0,0,8
Miller,8/12/20,0,0,0,0,0,0,0,0,0,519,0,4150,0,469,0,5,0,45,0,4669,0,0,0,0,0,0,0,1,11,0,28
MissingCountyInfo,8/12/20,0,0,0,0,0,0,0,0,0,1801,0,64969,0,1429,0,0,0,372,0,66770,0,0,0,0,0,0,0,-10,25,0,168
Mississippi,8/12/20,0,0,0,0,0,0,0,0,0,1068,0,7242,0,766,0,14,0,288,0,8310,0,0,0,0,0,0,0,24,30,0,290
Monroe,8/12/20,0,0,0,0,0,0,0,0,0,64,0,1357,0,54,0,0,0,10,0,1421,0,0,0,0,0,0,0,0,1,0,17
Montgomery,8/12/20,0,0,0,0,0,0,0,0,0,38,0,921,0,29,0,1,0,8,0,959,0,0,0,0,0,0,0,0,0,0,6
Nevada,8/12/20,0,0,0,0,0,0,0,0,0,146,0,1630,0,123,0,9,0,14,0,1776,0,0,0,0,0,0,0,3,1,0,16
Newton,8/12/20,0,0,0,0,0,0,0,0,0,106,0,862,0,88,0,10,0,8,0,968,0,0,0,0,0,0,0,0,2,0,6
Ouachita,8/12/20,0,0,0,0,0,0,0,0,0,107,0,3214,0,82,0,2,0,23,0,3321,0,0,0,0,0,0,0,2,1,0,28
Perry,8/12/20,0,0,0,0,0,0,0,0,0,55,0,1478,0,50,0,0,0,5,0,1533,0,0,0,0,0,0,0,0,1,0,20
Phillips,8/12/20,0,0,0,0,0,0,0,0,0,332,0,3888,0,275,0,9,0,48,0,4220,0,0,0,0,0,0,0,3,4,0,19
Pike,8/12/20,0,0,0,0,0,0,0,0,0,118,0,2933,0,81,0,1,0,36,0,3051,0,0,0,0,0,0,0,7,3,0,22
Poinsett,8/12/20,0,0,0,0,0,0,0,0,0,308,0,2746,0,199,0,3,0,106,0,3054,0,0,0,0,0,0,0,16,10,0,39
Polk,8/12/20,0,0,0,0,0,0,0,0,0,154,0,2338,0,132,0,1,0,21,0,2492,0,0,0,0,0,0,0,4,0,0,20
Pope,8/12/20,0,0,0,0,0,0,0,0,0,1363,0,10268,0,1207,0,10,0,146,0,11631,0,0,0,0,0,0,0,30,17,0,110
Prairie,8/12/20,0,0,0,0,0,0,0,0,0,102,0,1128,0,72,0,0,0,30,0,1230,0,0,0,0,0,0,0,2,8,0,14
Pulaski,8/12/20,0,0,0,0,0,0,0,0,0,5787,0,65851,0,4901,0,87,0,799,0,71638,0,0,0,0,0,0,0,81,74,1,718
Randolph,8/12/20,0,0,0,0,0,0,0,0,0,239,0,2870,0,193,0,4,0,42,0,3109,0,0,0,0,0,0,0,17,7,0,24
Saline,8/12/20,0,0,0,0,0,0,0,0,0,1133,0,16927,0,902,0,7,0,224,0,18060,0,0,0,0,0,0,0,20,14,0,157
Scott,8/12/20,0,0,0,0,0,0,0,0,0,68,0,1096,0,38,0,0,0,30,0,1164,0,0,0,0,0,0,0,2,2,0,22
Searcy,8/12/20,0,0,0,0,0,0,0,0,0,32,0,1130,0,28,0,0,0,4,0,1162,0,0,0,0,0,0,0,-1,0,0,1
Sebastian,8/12/20,0,0,0,0,0,0,0,0,0,2297,0,22815,0,1801,0,21,0,475,0,25112,0,0,0,0,0,0,0,47,61,1,427
Sevier,8/12/20,0,0,0,0,0,0,0,0,0,1009,0,4579,0,949,0,10,0,50,0,5588,0,0,0,0,0,0,0,13,10,0,21
Sharp,8/12/20,0,0,0,0,0,0,0,0,0,117,0,1735,0,100,0,5,0,12,0,1852,0,0,0,0,0,0,0,3,2,0,20
St.Francis,8/12/20,0,0,0,0,0,0,0,0,0,1228,0,7239,0,1118,0,3,0,107,0,8467,0,0,0,0,0,0,0,2,6,0,23
Stone,8/12/20,0,0,0,0,0,0,0,0,0,74,0,1765,0,54,0,1,0,19,0,1839,0,0,0,0,0,0,0,5,2,0,17
Union,8/12/20,0,0,0,0,0,0,0,0,0,523,0,4526,0,425,0,19,0,79,0,5049,0,0,0,0,0,0,0,15,15,1,44
VanBuren,8/12/20,0,0,0,0,0,0,0,0,0,53,0,1572,0,48,0,2,0,3,0,1625,0,0,0,0,0,0,0,0,1,0,7
Washington,8/12/20,0,0,0,0,0,0,0,0,0,6352,0,25030,0,5995,0,53,0,304,0,31382,0,0,0,0,0,0,0,31,38,1,196
White,8/12/20,0,0,0,0,0,0,0,0,0,341,0,6491,0,279,0,2,0,60,0,6832,0,0,0,0,0,0,0,13,10,0,141
Woodruff,8/12/20,0,0,0,0,0,0,0,0,0,22,0,1068,0,18,0,0,0,4,0,1090,0,0,0,0,0,0,0,0,1,0,0
Yell,8/12/20,0,0,0,0,0,0,0,0,0,1077,0,3797,0,1013,0,17,0,47,0,4874,0,0,0,0,0,0,0,8,12,0,25
Arkansas_all_counties,8/11/20,0,0,0,0,0,0,0,0,2990671,50411,0,522457,0,42988,0,566,0,6857,0,572868,0,0,0,0,0,0,0,383,858,11,3548
Arkansas_county,8/11/20,0,0,0,0,0,0,0,0,0,227,0,2911,0,191,0,1,0,35,0,3138,0,0,0,0,0,0,0,6,7,0,15
Ashley,8/11/20,0,0,0,0,0,0,0,0,0,330,0,2931,0,249,0,5,0,76,0,3261,0,0,0,0,0,0,0,0,15,0,9
Baxter,8/11/20,0,0,0,0,0,0,0,0,0,73,0,3415,0,60,0,0,0,13,0,3488,0,0,0,0,0,0,0,2,2,0,16
Benton,8/11/20,0,0,0,0,0,0,0,0,0,4805,0,56094,0,4505,0,43,0,257,0,60899,0,0,0,0,0,0,0,11,44,0,472
Boone,8/11/20,0,0,0,0,0,0,0,0,0,214,0,4261,0,158,0,2,0,54,0,4475,0,0,0,0,0,0,0,2,9,0,49
Bradley,8/11/20,0,0,0,0,0,0,0,0,0,207,0,2294,0,128,0,4,0,75,0,2501,0,0,0,0,0,0,0,3,6,0,30
Calhoun,8/11/20,0,0,0,0,0,0,0,0,0,17,0,557,0,13,0,0,0,4,0,574,0,0,0,0,0,0,0,0,0,0,6
Carroll,8/11/20,0,0,0,0,0,0,0,0,0,379,0,4333,0,331,0,7,0,41,0,4712,0,0,0,0,0,0,0,20,0,0,137
Chicot,8/11/20,0,0,0,0,0,0,0,0,0,736,0,3023,0,424,0,9,0,303,0,3759,0,0,0,0,0,0,0,-3,79,1,6
Clark,8/11/20,0,0,0,0,0,0,0,0,0,177,0,2925,0,157,0,1,0,19,0,3102,0,0,0,0,0,0,0,0,6,0,6
Clay,8/11/20,0,0,0,0,0,0,0,0,0,138,0,2419,0,107,0,4,0,27,0,2557,0,0,0,0,0,0,0,2,1,0,7
Cleburne,8/11/20,0,0,0,0,0,0,0,0,0,202,0,3392,0,177,0,5,0,20,0,3594,0,0,0,0,0,0,0,0,1,0,8
Cleveland,8/11/20,0,0,0,0,0,0,0,0,0,103,0,1348,0,71,0,2,0,30,0,1451,0,0,0,0,0,0,0,1,7,0,4
Columbia,8/11/20,0,0,0,0,0,0,0,0,0,220,0,2669,0,176,0,12,0,32,0,2889,0,0,0,0,0,0,0,3,6,0,9
Conway,8/11/20,0,0,0,0,0,0,0,0,0,153,0,3094,0,131,0,3,0,19,0,3247,0,0,0,0,0,0,0,0,2,0,5
Craighead,8/11/20,0,0,0,0,0,0,0,0,0,1389,0,17355,0,1168,0,12,0,209,0,18744,0,0,0,0,0,0,0,15,37,0,76
Crawford,8/11/20,0,0,0,0,0,0,0,0,0,648,0,8993,0,528,0,4,0,116,0,9641,0,0,0,0,0,0,0,13,12,0,79
Crittenden,8/11/20,0,0,0,0,0,0,0,0,0,1381,0,8549,0,1216,0,23,0,142,0,9930,0,0,0,0,0,0,0,12,24,0,166
Cross,8/11/20,0,0,0,0,0,0,0,0,0,208,0,2222,0,161,0,4,0,43,0,2430,0,0,0,0,0,0,0,4,3,0,10
Dallas,8/11/20,0,0,0,0,0,0,0,0,0,64,0,875,0,54,0,1,0,9,0,939,0,0,0,0,0,0,0,0,0,1,2
Desha,8/11/20,0,0,0,0,0,0,0,0,0,201,0,1846,0,141,0,2,0,58,0,2047,0,0,0,0,0,0,0,4,4,0,13
Drew,8/11/20,0,0,0,0,0,0,0,0,0,217,0,3150,0,157,0,3,0,57,0,3367,0,0,0,0,0,0,0,8,4,0,23
Faulkner,8/11/20,0,0,0,0,0,0,0,0,0,1330,0,17717,0,1184,0,6,0,140,0,19047,0,0,0,0,0,0,0,11,16,0,92
Franklin,8/11/20,0,0,0,0,0,0,0,0,0,128,0,3070,0,100,0,2,0,26,0,3198,0,0,0,0,0,0,0,1,7,0,20
Fulton,8/11/20,0,0,0,0,0,0,0,0,0,44,0,1346,0,29,0,0,0,15,0,1390,0,0,0,0,0,0,0,0,1,0,4
Garland,8/11/20,0,0,0,0,0,0,0,0,0,1071,0,14140,0,830,0,17,0,224,0,15211,0,0,0,0,0,0,0,13,28,1,38
Grant,8/11/20,0,0,0,0,0,0,0,0,0,140,0,2260,0,127,0,0,0,13,0,2400,0,0,0,0,0,0,0,3,3,0,14
Greene,8/11/20,0,0,0,0,0,0,0,0,0,492,0,7143,0,320,0,2,0,170,0,7635,0,0,0,0,0,0,0,7,21,0,21
Hempstead,8/11/20,0,0,0,0,0,0,0,0,0,249,0,2960,0,216,0,2,0,31,0,3209,0,0,0,0,0,0,0,2,8,0,17
HotSpring,8/11/20,0,0,0,0,0,0,0,0,0,1557,0,5632,0,1432,0,12,0,113,0,7189,0,0,0,0,0,0,0,3,9,1,13
Howard,8/11/20,0,0,0,0,0,0,0,0,0,355,0,2575,0,292,0,4,0,59,0,2930,0,0,0,0,0,0,0,13,7,0,77
Independence,8/11/20,0,0,0,0,0,0,0,0,0,550,0,4835,0,340,0,1,0,209,0,5385,0,0,0,0,0,0,0,13,18,0,40
Izard,8/11/20,0,0,0,0,0,0,0,0,0,53,0,1429,0,44,0,1,0,8,0,1482,0,0,0,0,0,0,0,0,2,0,4
Jackson,8/11/20,0,0,0,0,0,0,0,0,0,117,0,3096,0,56,0,1,0,60,0,3213,0,0,0,0,0,0,0,0,1,0,12
Jefferson,8/11/20,0,0,0,0,0,0,0,0,0,1584,0,13617,0,1280,0,40,0,264,0,15201,0,0,0,0,0,0,0,10,19,0,70
Johnson,8/11/20,0,0,0,0,0,0,0,0,0,672,0,2924,0,623,0,2,0,47,0,3596,0,0,0,0,0,0,0,2,5,0,5
Lafayette,8/11/20,0,0,0,0,0,0,0,0,0,56,0,569,0,51,0,2,0,3,0,625,0,0,0,0,0,0,0,2,1,0,5
Lawrence,8/11/20,0,0,0,0,0,0,0,0,0,217,0,2336,0,183,0,9,0,25,0,2553,0,0,0,0,0,0,0,3,8,0,18
Lee,8/11/20,0,0,0,0,0,0,0,0,0,896,0,2908,0,875,0,8,0,13,0,3804,0,0,0,0,0,0,0,0,2,0,10
Lincoln,8/11/20,0,0,0,0,0,0,0,0,0,1224,0,2813,0,1159,0,12,0,53,0,4037,0,0,0,0,0,0,0,1,5,0,5
LittleRiver,8/11/20,0,0,0,0,0,0,0,0,0,185,0,1234,0,157,0,1,0,27,0,1419,0,0,0,0,0,0,0,4,43,0,4
Logan,8/11/20,0,0,0,0,0,0,0,0,0,277,0,3807,0,143,0,1,0,133,0,4084,0,0,0,0,0,0,0,4,4,0,24
Lonoke,8/11/20,0,0,0,0,0,0,0,0,0,531,0,8194,0,426,0,2,0,103,0,8725,0,0,0,0,0,0,0,7,16,0,73
Madison,8/11/20,0,0,0,0,0,0,0,0,0,270,0,2577,0,257,0,2,0,11,0,2847,0,0,0,0,0,0,0,0,3,0,11
Marion,8/11/20,0,0,0,0,0,0,0,0,0,29,0,1312,0,22,0,0,0,7,0,1341,0,0,0,0,0,0,0,0,1,0,3
Miller,8/11/20,0,0,0,0,0,0,0,0,0,518,0,4123,0,458,0,5,0,55,0,4641,0,0,0,0,0,0,0,0,9,0,7
